,0
148,Lotto Sport Italia
149,Luigi Borrelli
150,Luxottica
151,Macron
152,Magneti Marelli
153,Magni
154,Malaguti
155,Mandarina Duck
156,Manfrotto
157,Marni
158,Martini & Rossi
159,Marzocchi
160,Marzotto
161,Maserati
162,Massimo Zanetti Beverage Group
163,Max Mara
164,Miche
165,Minarelli
166,Minardi
167,Missoni
168,Miu Miu
169,Mivar
170,Momo
171,Mondial
172,Morbidelli
173,Moretti Motor Company
174,Moschino
175,Moser Cicli
176,Moto Guzzi
177,Moto Morini
178,Moto Rumi
179,Motobi
180,MV Agusta
181,Nardi
182,Natuzzi
183,Nolan
184,Nordica
185,Novarossi
186,OSCA
187,Olivetti
188,OMAS
189,OMP Racing
190,Osella
191,Ostoni
192,OZ Group
193,Pagani
194,Pal Zileri
195,Panerai
196,Parmalat
197,Paton
198,Peg Perego
199,Perfetti Van Melle
200,Peroni S.p.A.
201,Persol
202,Perugina
203,Piaggio
204,Pinarello
205,Pininfarina
206,Pirelli
207,Pogliaghi
208,Police
209,Prada
210,Prinetti & Stucchi
211,Rancilio
212,Rifle
213,Sabelt
214,Saeco
215,Safilo
216,Salvatore Ferragamo S.p.A.
217,San Pellegrino
218,Seleco
219,Sergio Rossi
220,Shy
221,Smeg
222,Società Torinese Automobili Rapid
223,Somec
224,Sparco
225,Suomy
226,Superga
227,Technogym
228,Terra Modena
229,Tod's
230,Trussardi
231,Tuaca
232,UnoAErre
233,Valentino SpA
234,Versace
235,Vespa
236,Viberti
237,Vibram
238,Viscount
239,VM Motori
240,Voiello
241,Vyrus
242,Wilier Triestina
243,Zamperla
244,Zanussi
,0
0,List_of_companies_of_Ivory_Coast
,0
0,List_of_companies_of_Jamaica
1,Desnoes & Geddes
2,J. Wray and Nephew Ltd.
3,Stewart's Automotive Group
,0
0,List_of_companies_of_Japan
,0
0,List_of_companies_of_Jordan
,0
0,List_of_companies_of_Kazakhstan
,0
0,List_of_companies_of_Kenya
1,Cooper Motor Corporation
2,Del Monte Kenya
3,East African Breweries
4,Eveready East Africa
5,Kakuzi Limited
6,Mobius Motors
7,Mumias Sugar Company Limited
8,Rea Vipingo Sisal Estate
9,Sasini Tea and Coffee
10,Unga Group
,0
0,List_of_companies_of_Kuwait
1,Americana Group
2,United Fisheries of Kuwait
,0
0,List_of_companies_of_Kyrgyzstan
,0
0,List_of_companies_of_Laos
1,Lao Brewery Company
,0
0,List_of_companies_of_Latvia
1,C?su Alus
2,Dartz
3,Elko Grupa
4,Ford-Vairogs
5,Laima
6,Latvijas Balzams
7,Riga Autobus Factory
8,Russo-Balt
9,Sereal
10,VEF
,0
0,List_of_companies_of_Lebanon
1,Château Musar
2,IXSIR wine
3,Massaya
4,Tabbah
,0
0,List_of_companies_of_Lesotho
1,Basutoland Ink
,0
0,List_of_companies_of_Liberia
,0
0,List_of_companies_of_Libya
1,Technofarm International
,0
0,List_of_companies_of_Lithuania
1,Alita
2,Baltik vairas
3,Gubernija
4,Kalnapilis
5,Stumbras
6,Tauras
7,Volfas Engelman
,0
0,List_of_companies_of_Luxembourg
1,Brasserie Nationale
2,Gold & Wood
3,Luvanis
4,Mousel
,0
0,List_of_companies_of_Madagascar
1,Karenjy
,0
0,List_of_companies_of_Malawi
1,Agricultural Development and Marketing Corporation (ADMARC)
,0
0,List_of_companies_of_Malaysia
1,Khind Holdings Berhad
2,Modenas
3,NAZA Group
4,OYL Industries
5,Pensonic
6,Perodua
7,Proton Holdings
8,Supermax
9,Tan Chong Motor
10,Top Glove
,0
0,List_of_companies_of_Mali
1,Compagnie malienne pour le développement du textile (CMDT)
,0
0,List_of_companies_of_Malta
1,Emmanuel Delicata
2,Simonds Farsons Cisk
,0
0,List_of_companies_of_Mauritania
,0
0,List_of_companies_of_Mauritius
,0
0,List_of_companies_of_Mexico
1,Ah Cacao Real Chocolate
2,Alpura
3,Arca Continental
4,Bachoco
5,Barcel
6,Cuauhtémoc Moctezuma Brewery
7,Cervecería Baja California
8,Falco Electronics
9,FEMSA
10,Gamesa
11,Gruma
12,Grupo Bimbo
13,Grupo Lala
14,Grupo Modelo
15,Grupo Omnilife
16,Hydra Technologies
17,Italika
18,Jarritos
19,Jumex
20,Kyoto Electronics
21,La Costeña
22,Lanix
23,Mabe
24,Mastretta
25,Mayordomo
26,Meebox
27,Pascual Boing
28,Sabritas
29,Sauza Tequila
30,Selther
31,Semex
32,Sigma Alimentos
33,Tequila Herradura
34,Cerveza Tijuana
35,Videxport
36,Zonda Telecom
,0
0,List_of_companies_of_Moldova
,0
0,List_of_companies_of_Mongolia
1,UFC Group
,0
0,List_of_companies_of_Montenegro
1,Plantaže
2,Trebjesa brewery
,0
0,List_of_companies_of_Morocco
1,Laraki
2,Les Domaines Agricoles
3,Société Automobiles Ménara
4,Somaca
5,Sopriam
,0
0,List_of_companies_of_Mozambique
,0
0,List_of_companies_of_Myanmar
1,Aeon Display and Security System
2,Myanmar Distribution Group
3,Shan Star
,0
0,List_of_companies_of_Namibia
1,Bidvest Namibia
2,Namib Mills
3,Namibia Breweries Limited
,0
0,List_of_companies_of_Nepal
1,Giribandhu Tea Estate
2,Hulas Motors
3,Krishna Pauroti
,0
0,List_of_companies_of_New_Zealand
1,AFFCO Holdings
2,Alliance Group
3,Baby on the Move
4,Cavalier Corporation
5,Cloudy Bay Vineyards
6,Fisher & Paykel Appliances Holdings Ltd
7,Fonterra Co-operative Group Ltd
8,Grove Mill
9,Hubbard Foods
10,Invivo Wines
11,Landcorp
12,Pernod Ricard NZ
13,phil&teds
14,Talley's Group
15,Te Mata Estate
16,Yealands Estate
17,Zespri
,0
0,List_of_companies_of_Nicaragua
1,Compañía Cervecera de Nicaragua
2,El Castillo del Cacao
3,Flor de Caña
4,Gelateria Italiana
5,Joya de Nicaragua
6,Kola Shaler Industrial
,0
0,List_of_companies_of_Niger
,0
0,List_of_companies_of_Nigeria
,0
0,List_of_companies_of_North_Korea
1,Korea Ponghwa General Corporation
2,Korea Sinhung Trading Corporation
3,Korea Sogyong Trading Corporation
4,Korea Unha General Trading Corporation
5,Noko Jeans
6,Pyongyang Chewing Gum Factory
7,Taedonggang Brewing Company
,0
0,List_of_companies_of_North_Macedonia
1,Teteks
2,Tutunski kombinat Prilep
,0
0,List_of_companies_of_Norway
1,Aker BioMarine
2,Arthur Soltvedt Møbelfabrikk
3,Bama Gruppen
4,Cermaq
5,Elkjøp
6,Havfisk
7,Lerøy
8,Luxo
9,Møller Mobility Group
10,Nortura
11,Tine
12,Varner-Gruppen
,0
0,List_of_companies_of_Oman
,0
0,List_of_companies_of_Pakistan
1,Adam Motor Company
2,At-Tahur
3,Brighto Paints
4,CA Sports
5,Chenab Group
6,Dalda Foods
7,Dawlance
8,Dewan Farooque Motors
9,DYL Motorcycles
10,English Biscuit Manufacturers
11,FrieslandCampina Engro
12,Fauji Foods
13,Forward Sports
14,General Tyre
15,Gourmet Foods
16,Gul Ahmed Group
17,Interloop Limited
18,Ismail Industries Limited
19,K&N's
20,Loads Limited
21,Lotte Kolson
22,Masood Textile Mills
23,Mitchell's
24,Murree Brewery
25,National Foods
26,Nexus Automotive
27,Pak Suzuki
28,Pakistan Gems and Jewellery Development Company
29,Pakistan Tobacco Company
30,Pakola
31,Ravi Motorcycles
32,Saif Group
33,Sapphire Textile
34,Servis Shoes
35,Servis Tyres
36,Shan Foods
37,Shezan International
38,Sigma Motors
39,Sohrab Cycles
40,Tapal Tea
41,Treet Corporation
42,United Auto Industries
43,Volvo Pakistan
,0
0,List_of_companies_of_Panama
,0
0,List_of_companies_of_Paraguay
,0
0,List_of_companies_of_Peru
1,Agroindustrial Casa Grande
2,Agroindustrial Pomalca
3,Ajegroup
4,Alicorp
5,Andahuasi
6,Backus and Johnston Brewery
7,Compañía Nacional de Chocolates de Perú S.A.
8,Corporación Lindley S.A.
9,Don Jorge
10,Dunkelvolk
11,Enrique Cassinelli and Sons
12,La Iberica
13,Walon Sport
,0
0,List_of_companies_of_Poland
1,Amica
2,Browar ?om?a
3,Carlsberg Polska
4,Elbrewery
5,Fabryka Samochodów Ma?olitra?owych
6,Fabryka Samochodów Osobowych
7,Hortex
8,Kompania Piwowarska
9,Lech Browary Wielkopolski
10,Okocim Brewery
11,Tymbark
12,Van Pur
13,?ywiec Brewery
,0
0,List_of_companies_of_Portugal
1,Central de Cervejas
2,CMS-Helmets
3,Conservas Ramirez
4,Delta Cafés
5,Lactogal
6,Sovena Group
7,Sumol + Compal
8,Tabaqueira
9,Unicer Brewery
10,Vista Alegre
,0
0,List_of_companies_of_Puerto_Rico
1,Café Rico
2,Centro del Sur Mall
3,Compañía Cervecera de Puerto Rico
4,Cristalia Premium Water
5,Destilería Serrallés
6,Martex Farms
7,Mercado de las Carnes
8,Plaza del Caribe
9,Plaza del Mercado de Ponce
10,Ponce Candy Industries
11,Ponce Salt Industries
12,Puerto Rican Pottery
13,Rovira Biscuits Corporation
14,V. Suarez & Co.
,0
0,List_of_companies_of_Qatar
,0
0,List_of_companies_of_Romania
1,Apulum
2,Arctic S.A.
3,Automobile Dacia
4,European Drinks & Foods
5,Farmec
6,Ford Romania
7,Jolidon
8,Napolact
9,Tehnoton
10,Ursus Breweries
,0
0,List_of_companies_of_Russia
1,Procter & Gamble Distribution Company
2,???????
3,???????
4,???????????? ???????? ???????
5,?????? „??????????“
6,Derways
7,?????? ???
8,???????????
9,????
10,??????
11,?????????????? ??????? ?????
12,?????????
13,?????
14,??????????-????
15,???
16,??????????????
17,????-?????-???? ???????? ???????
,0
0,List_of_companies_of_Rwanda
1,Bralirwa Brewery
,0
0,List_of_companies_of_Samoa
,0
0,List_of_companies_of_Saudi_Arabia
1,Almarai
2,Nadec
3,Savola Group
4,Tasali Snack Foods
,0
0,List_of_companies_of_Senegal
,0
0,List_of_companies_of_Serbia
1,Apatin Brewery
2,Bambi a.d.
3,BIP
4,Carlsberg Srbija
5,Delta DMD
6,Dijamant
7,Elixir Group
8,Fabrika automobila Priboj
9,FCA Srbija
10,Flores
11,Forma Ideale
12,Frikom
13,Heineken Srbija
14,Imlek a.d.
15,Industrija mesa Matijevi?
16,Jaffa Crvenka
17,Knjaz Miloš a.d.
18,La Fantana
19,Marbo Product
20,Metalac a.d.
21,Mlekara Subotica
22,Nectar d.o.o.
23,Philip Morris Operations
24,Pivara MB
25,PKB Corporation
26,P.S. Fashion
27,Rubin
28,SIMPO
29,Sojaprotein
30,Štark
31,Swisslion Group
32,Tigar Tyres
33,Trayal Corporation
34,Valjevska Pivara
35,Victoria Group
,0
0,List_of_companies_of_Seychelles
1,Seychelles Marketing Board
,0
0,List_of_companies_of_Sierra_Leone
1,Sierra Leone Brewery Limited
,0
0,List_of_companies_of_Singapore
1,AIBI International
2,Ayam Brand
3,Bee Cheng Hiang
4,BreadTalk
5,Fraser and Neave
6,Koufu
7,Tee Yih Jia
8,Twelve Cupcakes
9,Yeo Hiap Seng
,0
0,List_of_companies_of_Slovakia
1,Glass LPS
2,Matador
3,Šariš Brewery
4,Topvar
5,Zlatý Bažant
,0
0,List_of_companies_of_Slovenia
1,Adria Mobil
2,Akrapovi?
3,Alpina Žiri
4,Elan
5,Goodyear Dunlop Sava Tires
6,Gorenje
7,Tomos
,0
0,List_of_companies_of_Somalia
1,Hafun Fishing Company
,0
0,List_of_companies_of_South_Africa
1,Illovo Sugar
2,Pioneer Foods
3,Premier FMCG
4,RCL Foods
5,South African Breweries
6,Tiger Brands
7,Tongaat Hulett
,0
0,List_of_companies_of_South_Korea
1,-
2,-
3,Samsung
4,-
5,Crown Confectionery
6,-
7,-
8,-
9,-
10,General Motors (USA)
11,Crown Confectionery
12,-
13,Hite Brewery
14,Hite Brewery
15,-
16,Hyundai Motor Group
17,Hyundai Motor Group
18,Hyundai Motor Group
19,SK Group
20,Hyundai Motor Group
21,Hyosung
22,-
23,Kumho Asiana Group
24,Lotte Group
25,Lotte Group
26,Halla Group
27,-
28,-
29,Nongshim
30,Anheuser-Busch InBev (Belgium)
31,-
32,Ottogi
33,-
34,Renault (France)
35,-
36,Samsung
37,Samyang Food
38,Samsung
39,-
40,Taekwang Group
41,-
,0
0,List_of_companies_of_South_Sudan
1,Southern Sudan Beverages Limited
,0
0,List_of_companies_of_Spain
1,Balay
2,Chupa Chups
3,CIE Automotive
4,Ebro Foods
5,Ebro trucks
6,Fagor
7,Festina
8,Grupo Antolin
9,Grupo Lo Monaco
10,Idilia Foods
11,Joma
12,Lacasa
13,Lladró
14,Llaollao
15,Majorica
16,Orbea
17,Pescanova
18,Santana Motor
19,SEAT
20,Vidal
21,Vitelcom
,0
0,List_of_companies_of_Sri_Lanka
1,Barefoot
2,Ceylon Biscuits Limited
3,Ceylon Cold Stores
4,Ceylon Tobacco Company
5,Country Style Foods
6,Daintee
7,Dilmah
8,Distilleries Company of Sri Lanka
9,GRI Tires
10,Maliban Biscuit Manufactories Limited
11,Micro Cars
12,Pelwatte Sugar Industries
13,Rainco
,0
0,List_of_companies_of_Sudan
,0
0,List_of_companies_of_Suriname
,0
0,List_of_companies_of_Sweden
1,AarhusKarlshamn
2,Abba Seafood
3,ABU Garcia
4,Acne Studios
5,Ballograf
6,Björn Borg
7,Brio
8,Cheap Monday
9,Clavia
10,Cloetta
11,Electrolux
12,Elektron
13,Elfa International
14,Filippa K
15,Fjällräven
16,Foreo
17,Galvin Green
18,GB Glace
19,Haglöfs
20,Hagström
21,Haldex
22,Hallberg-Rassy
23,Hasselblad
24,Hestra
25,Husaberg
26,IsaDora
27,J.Lindeberg
28,Jens of Sweden
29,Jofa
30,Koenigsegg
31,Kopparbergs Brewery
32,Krönleins
33,Kungsörnen
34,Lantmännen
35,Luxor AB
36,Monark
37,Najad Yachts
38,Nobia
39,Nudie Jeans
40,Odd Molly
41,Öhlins
42,Oriflame
43,Pågen
44,Polarbröd
45,Primus AB
46,Pripps
47,Saab Automobile
48,Scania AB
49,SIA Glace
50,Silva compass
51,Spendrups
52,Stiga
53,Swedish Match
54,Thule Group
55,Urbanears
56,V&S Group
57,Volvo Penta
58,VSM Group
59,Wasabröd
60,WESC
,0
0,List_of_companies_of_Switzerland
1,A. Favre & Fils
2,Alchimie Forever
3,Alpa
4,Audemars Piguet
5,Bally Shoe
6,Bamix
7,Barry Callebaut
8,Bata Shoes
9,Blancpain
10,Bolex
11,Breguet
12,Breitling SA
13,Bron Elektronik
14,Caran d'Ache
15,Century Time Gems
16,Certina
17,Charriol
18,Chopard
19,Coca-Cola HBC AG
20,Création Baumann
21,Elinchrom
22,Emmi AG
23,Endura
24,Era Watch Company
25,Expert
26,Feldschlösschen
27,Firmenich
28,Frédérique Constant
29,Girard-Perregaux
30,Givaudan
31,Greubel Forsey
32,Hamilton
33,Hublot
34,International Watch Company
35,Jaeger-LeCoultre
36,Japan Tobacco International
37,Jowissa
38,Lindt & Sprüngli
39,Longines
40,Maggi
41,Maurice Lacroix
42,MB&F
43,Mido
44,Nestlé
45,Omega SA
46,Patek Philippe & Co.
47,Pelikan
48,Piaget SA
49,Rado
50,Richemont
51,Rivella
52,Roger Dubuis
53,Rolex
54,Swatch
55,SwissGear
56,Syngenta
57,TAG Heuer
58,The Swatch Group
59,Tissot
60,Trisa
61,Ulysse Nardin
62,Vacheron Constantin
63,Victorinox
64,Waltham International SA
65,Weleda
66,Wenger
67,Zenith
,0
0,List_of_companies_of_Syria
1,Château Bargylus
,0
0,List_of_companies_of_São_Tomé_and_Príncipe
,0
0,List_of_companies_of_Tajikistan
,0
0,List_of_companies_of_Tanzania
1,Tanzania Breweries Limited
2,Tanzania Cigarette Company
,0
0,List_of_companies_of_Thailand
1,AutoAlliance Thailand
2,Boon Rawd Brewery
3,Charoen Pokphand Foods
4,Chue Chin Hua
5,Deestone Group
6,Dutch Mill
7,FBT
8,Grand Sport Group
9,Indorama Ventures
10,Karmarts
11,Khon Kaen Sugar
12,Mitr Phol
13,Mitsubishi Motors (Thailand)
14,Modernform Group
15,Osotspa
16,Phuket Beer
17,Real United
18,Starmark
19,Tanin Industrial Company
20,Tao Kae Noi
21,Thai President Foods
22,Thai Rung Union Car
23,Thai Union Group
24,ThaiBev
25,The Treedom Group
26,TL Tradewinds
27,Toyota Motor Thailand
28,Yan Wal Yun
,0
0,List_of_companies_of_the_Bahamas
1,Bahamian Brewery and Beverage Co
,0
0,List_of_companies_of_the_Cayman_Islands
,0
0,List_of_companies_of_the_Central_African_Republic
,0
0,List_of_companies_of_the_Comoros
,0
0,List_of_companies_of_the_Czech_Republic
1,Budweiser Bier Bürgerbräu
2,Budweiser Budvar Brewery
3,Dominant CZ
4,Jablotron
5,Jan Becher
6,Josef Lidl
7,Kaden models
8,Kofola
9,Moser
10,Petrof
11,Pilsner Urquell Brewery
12,Preciosa
13,Racom
14,Royal Brewery of Krušovice
15,Rudolf Kämpf
16,Toyota Peugeot Citroën Automobile Czech
,0
0,List_of_companies_of_the_Democratic_Republic_of_the_Congo
1,Feronia Inc.
2,TEXAF
,0
0,List_of_companies_of_the_Dominican_Republic
1,Barceló Export Import
2,J. Armando Bermúdez & Co.
3,Brugal & Cía.
4,Cervecería Nacional Dominicana
5,Cervecería Vegana
6,Grupo León Jimenes
7,MATASA
,0
0,List_of_companies_of_the_Faroe_Islands
1,Bakkafrost
2,Föroya Bjór
3,Restorffs Bryggjarí
,0
0,List_of_companies_of_the_Gambia
,0
0,List_of_companies_of_the_Maldives
,0
0,List_of_companies_of_the_Netherlands
1,Accell Group
2,Amstel Brewery
3,Apollo Vredestein B.V.
4,AVEBE
5,Bavaria Brewery
6,DAF Trucks
7,Donkervoort
8,Douwe Egberts
9,Feadship
10,FrieslandCampina
11,Grolsch Brewery
12,G-Star Raw
13,Heineken International
14,HEMA
15,LandFighter
16,Lucas Bols
17,Nipparts
18,Nutricia
19,Perfetti Van Melle
20,Philips
21,Royal Wessanen
22,Serpent Model Racing Cars
23,SPAR
24,Spyker Cars
25,Tony's Chocolonely
26,Unilever
27,Vanguard Dutch Marine
28,VDL NedCar
29,WE
30,Zeeman
,0
0,List_of_companies_of_the_Philippines
1,Alaska Milk Corporation
2,Armscor
3,Asia Brewery
4,Concepcion Industries
5,Delta Motors Corporation
6,Enfant Philippines
7,Macay Holdings
8,Mighty Corporation
9,Monde Nissin
10,PMFTC
11,Republic Biscuit Corporation
12,RFM Corporation
13,San Miguel Brewery
14,Sarao Motors
15,Universal Robina
,0
0,List_of_companies_of_the_Republic_of_the_Congo
,0
0,List_of_companies_of_the_Solomon_Islands
,0
0,List_of_companies_of_the_Turks_and_Caicos_Islands
,0
0,List_of_companies_of_the_United_Arab_Emirates
1,Al Dahra Agricultural Company
2,NewBoy
,0
0,List_of_companies_of_the_United_States
,0
0,List_of_companies_of_Togo
,0
0,List_of_companies_of_Tonga
,0
0,List_of_companies_of_Trinidad_and_Tobago
1,Bermudez Biscuit Company
2,Carib Brewery
3,Flavorite Ice Cream
4,House of Angostura
5,K.C. Confectionery Limited
6,Kiss Baking Company Limited
7,S. M. Jaleel and Company
8,Sacha Cosmetics
9,Solo Beverage Company
10,Willies Ice Cream
,0
0,List_of_companies_of_Tunisia
1,Industries Mécaniques Maghrébines
2,Wallyscar
,0
0,List_of_companies_of_Turkey
1,Anadolu Isuzu
2,Arçelik
3,Assan
4,Banvit
5,Beko Elektronik
6,BMC
7,Canovate
8,Diardi
9,Do?ta?
10,Efes Beverage Group
11,Estap
12,Goldas
13,Hunca Cosmetics
14,Istanbul
15,Karsan
16,Koton
17,Kristal Kola
18,Mako Elektrik
19,Mavi Jeans
20,Otokar
21,Otosan
22,Oyak-Renault
23,Ozaltin
24,Salcano
25,Tekel
26,Temsa
27,Tofas
28,Ülker
29,Vakko
30,Vestel
31,Yüksel Tohumculuk
,0
0,List_of_companies_of_Uganda
1,Kakira Sugar Works
2,Kinyara Sugar Works Limited
3,Kyagalanyi Coffee Limited
4,Sango Bay Estates Limited
5,Sugar Corporation of Uganda Limited
,0
0,List_of_companies_of_Ukraine
1,Chumak
2,Kyiv Roshen Factory
3,Nemiroff
4,Obolon
5,Roshen
6,Ukrainian Automobile Corporation
7,ZAZ
,0
0,List_of_companies_of_Uruguay
,0
0,List_of_companies_of_Uzbekistan
1,GM Uzbekistan
2,MAN Auto-Uzbekistan
3,Uz-DaewooAuto
,0
0,List_of_companies_of_Venezuela
1,Alimentos La Giralda
2,Alimentos Polar
3,"Bodegas Pomar, C.A."
4,Cervecería Polar
5,Empresas Polar
6,"Helados EFE, C.A."
7,Síragon
,0
0,List_of_companies_of_Vietnam
1,Bien Hoa Sugar
2,Casumina
3,Cuulong Fish
4,??i Cát T??ng
5,Habeco
6,Hai Ha Confectionery
7,Hanoimilk
8,Hue Beer
9,Kinh Do Corporation
10,Mekong Auto
11,Sabeco Brewery
12,SAMCO
13,Savimex
14,Southern Seed
15,THACO
16,Trung Nguyên
17,Vinacafe
18,Vinamilk
19,Vinatex
20,Vinaxuki
21,VinFast
22,World Auto
,0
0,List_of_companies_of_Yemen
,0
0,List_of_companies_of_Zambia
1,Zambeef Products
2,Zambian Breweries
,0
0,List_of_companies_of_Zimbabwe
1,African Distillers
2,Cairns Holdings
3,Colcom Foods
4,Dairibord
5,Delta Corporation
6,Tanganda Tea
7,TSL Limited
,0
0,List_of_companies_of_Åland
1,Chips
,
